Date,Unnamed: 0,Bloc QC,Campaign,Conservative,Date,Error,Green,Liberal,Link,Margin,NDP,Other,Sample,Source,Type
2008-09-29,51,9,-,36.0,2008-09-29,-,11,26.0,PDF,-,18.0,-,-,Harris-Decima,-
2008-09-29,50,10,-,39.0,2008-09-29,-,9,24.0,HTML,-,19.0,-,-,Strategic Counsel,-
2008-09-30,49,10,-,34.0,2008-09-30,-,11,25.0,HTML,-,20.0,-,-,EKOS Research Associates,-
2008-09-30,48,10,-,36.0,2008-09-30,-,9,26.0,PDF,-,20.0,-,-,Nanos Research,-
2008-09-30,47,10,-,36.0,2008-09-30,-,11,24.0,PDF,-,17.0,-,-,Harris-Decima,-
2008-10-01,46,10,-,34.0,2008-10-01,-,11,25.0,HTML,-,19.0,-,-,EKOS Research Associates,-
2008-10-01,45,10,-,37.0,2008-10-01,-,8,26.0,PDF,-,19.0,-,-,Nanos Research,-
2008-10-01,44,9,-,36.0,2008-10-01,-,12,23.0,PDF,-,18.0,-,-,Harris-Decima,-
2008-10-02,40,11,-,37.0,2008-10-02,-,10,23.0,HTML,-,19.0,-,-,Ipsos Reid,-
2008-10-02,41,9,-,37.0,2008-10-02,-,12,22.0,PDF,-,18.0,-,-,Harris-Decima,-
2008-10-02,42,10,-,35.0,2008-10-02,-,9,30.0,PDF,-,18.0,-,-,Nanos Research,-
2008-10-02,43,10,-,36.0,2008-10-02,-,11,24.0,HTML,-,19.0,-,-,EKOS Research Associates,-
2008-10-03,39,10,-,36.0,2008-10-03,-,10,25.0,HTML,-,19.0,-,-,EKOS Research Associates,-
2008-10-03,36,11,-,40.0,2008-10-03,-,6,25.0,PDF,-,19.0,-,-,Angus Reid Strategies,-
2008-10-03,37,9,-,35.0,2008-10-03,-,13,22.0,PDF,-,20.0,-,-,Harris-Decima,-
2008-10-03,38,10,-,35.0,2008-10-03,-,8,28.0,PDF,-,19.0,-,-,Nanos Research,-
2008-10-04,35,10,-,36.0,2008-10-04,-,10,25.0,HTML,-,18.0,-,-,EKOS Research Associates,-
2008-10-04,34,10,-,34.0,2008-10-04,-,7,30.0,PDF,-,19.0,-,-,Nanos Research,-
2008-10-04,33,8,-,34.0,2008-10-04,-,13,24.0,PDF,-,20.0,-,-,Harris-Decima,-
2008-10-05,32,10,-,35.0,2008-10-05,-,10,25.0,HTML,-,19.0,-,-,EKOS Research Associates,-
2008-10-05,31,11,-,34.0,2008-10-05,-,6,29.0,PDF,-,20.0,-,-,Nanos Research,-
2008-10-05,30,8,-,32.0,2008-10-05,-,12,25.0,PDF,-,21.0,-,-,Harris-Decima,-
2008-10-06,29,10,-,33.0,2008-10-06,-,12,26.0,HTML,-,19.0,-,-,EKOS Research Associates,-
2008-10-06,28,11,-,34.0,2008-10-06,-,6,31.0,PDF,-,18.0,-,-,Nanos Research,-
2008-10-06,27,8,-,31.0,2008-10-06,-,13,26.0,PDF,-,21.0,-,-,Harris-Decima,-
2008-10-07,26,10,-,34.0,2008-10-07,-,11,25.0,HTML,-,20.0,-,-,EKOS Research Associates,-
2008-10-07,25,8,-,31.0,2008-10-07,-,12,27.0,PDF,-,20.0,-,-,Harris-Decima,-
2008-10-07,24,9,-,35.0,2008-10-07,-,10,27.0,PDF,-,18.0,-,-,Angus Reid Strategies,-
2008-10-07,23,11,-,33.0,2008-10-07,-,7,29.0,PDF,-,20.0,-,-,Nanos Research,-
2008-10-08,20,10,-,33.0,2008-10-08,-,7,29.0,PDF,-,20.0,-,-,Nanos Research,-
2008-10-08,22,10,-,35.0,2008-10-08,-,11,24.0,HTML,-,20.0,-,-,EKOS Research Associates,-
2008-10-08,21,8,-,32.0,2008-10-08,-,12,27.0,PDF,-,19.0,-,-,Harris-Decima,-
2008-10-09,19,10,-,36.0,2008-10-09,-,11,24.0,HTML,-,19.0,-,-,EKOS Research Associates,-
2008-10-09,15,9,-,34.0,2008-10-09,-,8,29.0,HTML,-,18.0,-,-,Ipsos Reid,-
2008-10-09,18,9,-,34.0,2008-10-09,-,12,26.0,PDF,-,18.0,-,-,Harris-Decima,-
2008-10-09,17,10,-,33.0,2008-10-09,-,8,27.0,PDF,-,22.0,-,-,Nanos Research,-
2008-10-09,16,10,-,35.0,2008-10-09,-,10,23.0,PDF,-,21.0,-,-,Segma,-
2008-10-10,14,10,-,34.0,2008-10-10,-,11,26.0,HTML,-,19.0,-,-,EKOS Research Associates,-
2008-10-10,13,9,-,38.0,2008-10-10,-,6,28.0,PDF,-,19.0,-,-,Angus Reid Strategies,-
2008-10-10,12,10,-,32.0,2008-10-10,-,8,28.0,PDF,-,22.0,-,-,Nanos Research,-
2008-10-10,11,9,-,35.0,2008-10-10,-,11,25.0,PDF,-,18.0,-,-,Harris-Decima,-
2008-10-10,10,9,-,35.0,2008-10-10,-,9,28.0,HTML,-,19.0,-,-,Strategic Counsel,-
2008-10-11,9,10,-,34.0,2008-10-11,-,11,27.0,HTML,-,18.0,-,-,EKOS Research Associates,-
2008-10-11,8,10,-,35.0,2008-10-11,-,9,26.0,PDF,-,18.0,-,-,Harris-Decima,-
2008-10-11,7,10,-,33.0,2008-10-11,-,9,27.0,PDF,-,22.0,-,-,Nanos Research,-
2008-10-11,6,10,-,33.0,2008-10-11,-,11,28.0,HTML,-,18.0,-,-,Strategic Counsel,-
2008-10-12,5,11,-,34.0,2008-10-12,-,9,25.0,PDF,-,19.0,-,-,Harris-Decima,-
2008-10-12,4,10,-,34.0,2008-10-12,-,11,26.0,HTML,-,18.0,-,-,EKOS Research Associates,-
2008-10-12,3,9.5,-,34.2,2008-10-12,-,8.2,26.7,PDF,-,21.4,-,-,Nanos Research,-
2008-10-13,0,9.5,-,38.0,2008-10-13,-,7.1,22.6,HTML,-,22.6,-,-,Asking Canadians[1],-
2008-10-13,2,9,-,37.0,2008-10-13,-,7,27.0,PDF,-,20.0,-,-,Angus Reid Strategies,-
2008-10-13,1,9.8,-,34.8,2008-10-13,-,9.6,26.4,HTML,-,19.4,-,-,EKOS Research Associates,-
2008-10-14,320,10.0,False,37.6,2008-10-14,-,6.8,26.2,HTML,-,18.2,-,-,Election 2008,-
2008-11-15,319,9.0,False,32.0,2008-11-15,-,10.0,30.0,PDF,-,20.0,-,-,Nanos Research,-
2008-12-03,318,9.2,False,44.0,2008-12-03,-,8.1,24.1,PDF,-,14.5,-,-,EKOS Research Associates,-
2008-12-03,317,9.0,False,46.0,2008-12-03,-,8.0,23.0,HTML,-,13.0,-,-,Ipsos Reid,-
2008-12-03,316,10.0,False,45.0,2008-12-03,-,8.0,24.0,PDF,-,14.0,-,-,Strategic Counsel,-
2008-12-04,315,10.2,False,42.2,2008-12-04,-,9.0,23.6,PDF,-,15.0,-,-,EKOS Research Associates,-
2008-12-04,314,8.0,False,51.0,2008-12-04,-,6.0,20.0,PDF,-,10.0,-,-,COMPAS,-
2008-12-04,313,8.0,False,47.0,2008-12-04,-,8.0,24.0,HTML,-,14.0,-,-,Praxicus Public Strategies,-
2008-12-06,312,10.0,False,42.0,2008-12-06,-,7.0,22.0,PDF,-,18.0,-,-,Angus Reid Strategies,-
2008-12-11,311,10.0,False,45.0,2008-12-11,-,7.0,26.0,HTML,-,12.0,-,-,Ipsos Reid,-
2008-12-12,310,9.0,False,37.0,2008-12-12,-,8.0,31.0,PDF,-,15.0,-,-,Angus Reid Strategies,-
2008-12-23,309,6.0,False,43.0,2008-12-23,-,8.0,30.0,PDF,-,13.0,-,-,COMPAS,-
2009-01-07,308,7.0,False,33.0,2009-01-07,-,7.0,34.0,PDF,-,19.0,-,-,Nanos Research,-
2009-01-08,307,9.0,False,39.0,2009-01-08,-,9.0,28.0,HTML,-,15.0,-,-,Ipsos Reid,-
2009-01-14,306,8.0,False,36.0,2009-01-14,-,8.0,29.0,PDF,-,18.0,-,-,Strategic Counsel,-
2009-01-15,305,9.0,False,39.0,2009-01-15,-,5.0,30.0,PDF,-,17.0,-,-,Angus Reid Strategies,-
2009-01-17,304,7.9,False,36.2,2009-01-17,-,9.1,32.6,PDF,-,14.3,-,-,EKOS Research Associates,-
2009-01-27,303,8.0,False,38.0,2009-01-27,-,6.0,29.0,PDF,-,18.0,-,-,Angus Reid Strategies,-
2009-02-03,302,10.0,False,34.0,2009-02-03,-,7.0,33.0,PDF,-,16.0,-,-,Nanos Research,-
2009-02-07,301,10.0,False,37.0,2009-02-07,-,7.0,31.0,HTML,-,14.0,-,-,Ipsos Reid,-
2009-02-08,300,10.0,False,33.0,2009-02-08,-,10.0,31.0,PDF,-,15.0,-,-,Harris-Decima,-
2009-02-08,299,5.0,False,32.0,2009-02-08,-,13.0,33.0,PDF,-,17.0,-,-,Strategic Counsel,-
2009-02-15,298,10.0,False,33.0,2009-02-15,-,7.0,33.0,PDF,-,15.0,-,-,Harris-Decima,-
2009-03-05,297,10.0,False,37.0,2009-03-05,-,8.0,33.0,HTML,-,12.0,-,-,Ipsos Reid,-
2009-03-08,296,9.0,False,35.0,2009-03-08,-,10.0,31.0,PDF,-,16.0,-,-,Strategic Counsel,-
2009-03-08,295,9.0,False,32.0,2009-03-08,-,10.0,33.0,PDF,-,14.0,-,-,Harris-Decima,-
2009-03-11,294,10.0,False,35.0,2009-03-11,-,7.0,31.0,PDF,-,16.0,-,-,Angus Reid Strategies,-
2009-03-18,293,10.0,False,33.0,2009-03-18,-,8.0,36.0,PDF,-,13.0,-,-,Nanos Research,-
2009-03-23,292,9.0,False,34.0,2009-03-23,-,6.0,35.0,PDF,-,14.0,-,-,Leger Marketing,-
2009-04-05,291,10.0,False,32.0,2009-04-05,-,9.0,34.0,PDF,-,15.0,-,-,Strategic Counsel,-
2009-04-13,290,9.4,False,30.2,2009-04-13,-,8.1,36.7,PDF,-,15.5,-,-,EKOS Research Associates,-
2009-04-19,289,9.0,False,29.0,2009-04-19,-,11.0,32.0,PDF,-,16.0,-,-,Harris-Decima,-
2009-04-22,288,10.0,False,33.0,2009-04-22,-,6.0,33.0,PDF,-,15.0,-,-,Angus Reid Strategies,-
2009-04-30,287,9.0,False,33.0,2009-04-30,-,8.0,36.0,HTML,-,13.0,-,-,Ipsos Reid,-
2009-04-30,286,9.0,False,33.0,2009-04-30,-,7.0,36.0,PDF,-,15.0,-,-,Nanos Research,-
2009-05-03,285,9.0,False,29.0,2009-05-03,-,11.0,34.0,PDF,-,15.0,-,-,Harris-Decima,-
2009-05-10,284,9.0,False,30.0,2009-05-10,-,11.0,35.0,PDF,-,16.0,-,-,Strategic Counsel,-
2009-05-24,283,9.0,False,35.0,2009-05-24,-,8.0,33.0,HTML,-,14.0,-,-,Ipsos Reid,-
2009-05-28,282,8.7,False,32.3,2009-05-28,-,10.4,33.5,PDF,-,15.1,-,-,EKOS Research Associates,-
2009-05-29,281,9.0,False,31.0,2009-05-29,-,7.0,33.0,PDF,-,17.0,-,-,Angus Reid Strategies,-
2009-06-01,280,8.0,False,31.8,2009-06-01,-,7.4,37.2,PDF,-,15.7,-,-,Nanos Research,-
2009-06-04,279,9.0,False,33.0,2009-06-04,-,9.0,36.0,HTML,-,12.0,-,-,Ipsos Reid,-
2009-06-07,278,9.0,False,30.0,2009-06-07,-,11.0,34.0,HTML,-,16.0,-,-,Strategic Counsel,-
2009-06-08,277,9.0,False,31.0,2009-06-08,-,8.0,35.0,PDF,-,15.0,-,-,Harris-Decima,-
2009-06-09,276,9.2,False,30.3,2009-06-09,-,10.4,35.0,PDF,-,15.1,-,-,EKOS Research Associates,-
2009-06-16,275,8.4,False,32.4,2009-06-16,-,9.0,33.7,PDF,-,16.3,-,-,EKOS Research Associates,-
2009-06-18,274,11.0,False,32.0,2009-06-18,-,7.0,31.0,PDF,-,18.0,-,-,Angus Reid Strategies,-
2009-06-21,273,9.8,False,32.2,2009-06-21,-,4.8,36.3,PDF,-,16.8,-,-,Nanos Research,-
2009-06-23,272,9.0,False,34.8,2009-06-23,-,9.3,32.6,PDF,-,14.3,-,-,EKOS Research Associates,-
2009-06-29,271,9.0,False,31.0,2009-06-29,-,11.5,32.2,PDF,-,16.2,-,-,EKOS Research Associates,-
2009-07-03,270,10.0,False,36.0,2009-07-03,-,7.0,30.0,PDF,-,16.0,-,-,Angus Reid Strategies,-
2009-07-07,269,9.3,False,31.8,2009-07-07,-,10.7,32.2,PDF,-,16.0,-,-,EKOS Research Associates,-
2009-07-14,268,8.7,False,34.1,2009-07-14,-,9.6,32.4,PDF,-,15.2,-,-,EKOS Research Associates,-
2009-07-17,267,11.0,False,33.0,2009-07-17,-,6.0,30.0,PDF,-,18.0,-,-,Angus Reid Strategies,-
2009-07-21,266,8.4,False,32.8,2009-07-21,-,11.5,32.5,PDF,-,14.8,-,-,EKOS Research Associates,-
2009-07-28,265,8.6,False,32.5,2009-07-28,-,10.4,34.1,PDF,-,14.5,-,-,EKOS Research Associates,-
2009-07-28,264,10.0,False,33.0,2009-07-28,-,7.0,34.0,PDF,-,16.0,-,-,Angus Reid Strategies,-
2009-08-02,263,9.2,False,31.3,2009-08-02,-,7.0,33.8,PDF,-,18.7,-,-,Nanos Research,-
2009-08-04,262,8.6,False,34.9,2009-08-04,-,10.8,31.9,PDF,-,13.8,-,-,EKOS Research Associates,-
2009-08-11,261,9.0,False,32.7,2009-08-11,-,10.1,31.0,PDF,-,16.5,-,-,EKOS Research Associates,-
2009-08-18,260,8.7,False,32.0,2009-08-18,-,11.0,30.2,PDF,-,17.3,-,-,EKOS Research Associates,-
2009-08-24,259,8.0,False,39.0,2009-08-24,-,10.0,28.0,HTML,-,14.0,-,-,Ipsos Reid,-
2009-08-24,258,9.0,False,31.0,2009-08-24,-,11.0,32.0,HTML,-,16.0,-,-,Harris-Decima,-
2009-08-25,257,9.5,False,32.6,2009-08-25,-,11.3,30.9,PDF,-,15.7,-,-,EKOS Research Associates,-
2009-08-26,256,8.0,False,34.0,2009-08-26,-,9.0,30.0,PDF,-,18.0,-,-,Angus Reid Strategies,-
2009-09-01,254,8.3,False,32.6,2009-09-01,-,9.9,32.6,PDF,-,16.5,-,-,EKOS Research Associates,-
2009-09-01,255,8.0,False,36.0,2009-09-01,-,3.0,36.0,HTML,-,16.0,-,-,Pollara,-
2009-09-02,253,9.0,False,33.0,2009-09-02,-,7.0,32.0,PDF,-,19.0,-,-,Angus Reid Strategies,-
2009-09-02,252,9.7,False,37.5,2009-09-02,-,4.6,33.4,PDF,-,14.8,-,-,Nanos Research,-
2009-09-06,251,12.0,False,35.0,2009-09-06,-,9.0,30.0,HTML,-,14.0,-,-,Strategic Counsel,-
2009-09-06,250,8.0,False,34.0,2009-09-06,-,10.0,31.0,HTML,-,15.0,-,-,Harris-Decima,-
2009-09-08,249,10.0,False,34.2,2009-09-08,-,10.1,30.8,HTML,-,14.8,-,-,EKOS Research Associates,-
2009-09-13,248,9.0,False,39.0,2009-09-13,-,8.0,30.0,HTML,-,12.0,-,-,Ipsos Reid,-
2009-09-13,247,9.0,False,34.0,2009-09-13,-,10.0,30.0,PDF,-,15.0,-,-,Harris-Decima,-
2009-09-13,246,10.0,False,36.0,2009-09-13,-,7.0,29.0,PDF,-,17.0,-,-,Angus Reid Strategies,-
2009-09-15,245,9.6,False,35.1,2009-09-15,-,9.0,29.9,HTML,-,16.5,-,-,EKOS Research Associates,-
2009-09-22,244,9.1,False,37.0,2009-09-22,-,10.2,29.9,HTML,-,13.8,-,-,EKOS Research Associates,-
2009-09-24,243,9.0,False,37.0,2009-09-24,-,8.0,29.0,PDF,-,16.0,-,-,Angus Reid Strategies,-
2009-09-29,242,9.8,False,36.0,2009-09-29,-,10.5,29.7,HTML,-,13.9,-,-,EKOS Research Associates,-
2009-09-30,241,11.0,False,37.0,2009-09-30,-,6.0,27.0,PDF,-,17.0,-,-,Angus Reid Strategies,-
2009-10-04,240,9.0,False,41.0,2009-10-04,-,9.0,28.0,HTML,-,14.0,-,-,Strategic Counsel,-
2009-10-06,239,9.7,False,39.7,2009-10-06,-,9.7,25.7,HTML,-,15.2,-,-,EKOS Research Associates,-
2009-10-08,238,10.0,False,39.0,2009-10-08,-,8.0,29.0,HTML,-,13.0,-,-,Ipsos Reid,-
2009-10-12,237,10.0,False,35.0,2009-10-12,-,10.0,28.0,HTML,-,15.0,-,-,Harris-Decima,-
2009-10-13,236,9.1,False,40.7,2009-10-13,-,10.5,25.5,HTML,-,14.3,-,-,EKOS Research Associates,-
2009-10-14,235,8.0,False,41.0,2009-10-14,-,6.0,27.0,PDF,-,16.0,-,-,Angus Reid Strategies,-
2009-10-18,234,8.9,False,39.8,2009-10-18,-,4.6,30.0,PDF,-,16.6,-,-,Nanos Research,-
2009-10-20,233,9.0,False,38.3,2009-10-20,-,11.0,27.1,HTML,-,14.5,-,-,EKOS Research Associates,-
2009-10-21,232,8.0,False,38.0,2009-10-21,-,10.0,26.0,HTML,-,16.0,-,-,Environics,-
2009-10-22,231,11.0,False,40.0,2009-10-22,-,11.0,25.0,HTML,-,13.0,-,-,Ipsos Reid,-
2009-10-24,230,9.0,False,40.0,2009-10-24,-,7.0,26.0,PDF,-,17.0,-,-,Angus Reid Strategies,-
2009-10-27,229,8.2,False,38.4,2009-10-27,-,9.9,26.8,HTML,-,16.7,-,-,EKOS Research Associates,-
2009-11-03,228,9.4,False,37.4,2009-11-03,-,10.0,26.8,HTML,-,16.3,-,-,EKOS Research Associates,-
2009-11-10,227,8.8,False,36.6,2009-11-10,-,11.2,26.6,PDF,-,16.8,-,-,EKOS Research Associates,-
2009-11-10,226,9.3,False,38.0,2009-11-10,-,5.9,28.8,PDF,-,17.9,-,-,Nanos Research,-
2009-11-16,225,11.0,False,38.0,2009-11-16,-,10.0,23.0,PDF,-,17.0,-,-,Angus Reid Public Opinion,-
2009-11-19,224,9.0,False,37.0,2009-11-19,-,10.0,24.0,HTML,-,19.0,-,-,Ipsos Reid,-
2009-11-24,223,9.4,False,36.9,2009-11-24,-,11.4,27.1,PDF,-,15.3,-,-,EKOS Research Associates,-
2009-12-08,222,9.9,False,35.6,2009-12-08,-,11.3,26.5,PDF,-,16.7,-,-,EKOS Research Associates,-
2009-12-10,221,11.0,False,36.0,2009-12-10,-,6.0,29.0,PDF,-,16.0,-,-,Angus Reid Public Opinion,-
2009-12-13,220,7.7,False,39.5,2009-12-13,-,4.0,30.2,PDF,-,18.7,-,-,Nanos Research,-
2009-12-15,219,9.2,False,35.9,2009-12-15,-,11.2,26.7,PDF,-,17.0,-,-,EKOS Research Associates,-
2010-01-05,218,9.8,False,33.1,2010-01-05,-,13.4,27.8,PDF,-,16.0,-,-,EKOS Research Associates,-
2010-01-06,217,10.0,False,36.0,2010-01-06,-,8.0,29.0,HTML,-,17.0,-,-,Angus Reid Public Opinion,-
2010-01-08,216,9.0,False,31.0,2010-01-08,-,10.0,30.0,HTML,-,18.0,-,-,Strategic Counsel,-
2010-01-10,215,9.0,False,34.0,2010-01-10,-,9.0,30.0,PDF,-,16.0,-,-,Harris-Decima,-
2010-01-12,214,10.2,False,30.9,2010-01-12,-,11.9,29.3,PDF,-,15.3,-,-,EKOS Research Associates,-
2010-01-13,213,9.0,False,34.0,2010-01-13,-,8.0,28.0,PDF,-,19.0,-,-,Angus Reid Public Opinion,-
2010-01-19,212,9.1,False,31.5,2010-01-19,-,11.5,30.9,PDF,-,14.9,-,-,EKOS Research Associates,-
2010-01-21,211,9.0,False,34.0,2010-01-21,-,8.0,31.0,HTML,-,17.0,-,-,Ipsos Reid,-
2010-01-24,210,10.0,False,32.0,2010-01-24,-,10.0,31.0,HTML,-,15.0,-,-,Harris-Decima,-
2010-01-26,209,9.1,False,31.1,2010-01-26,-,11.0,31.6,PDF,-,14.6,-,-,EKOS Research Associates,-
2010-01-26,208,10.0,False,33.0,2010-01-26,-,7.0,29.0,PDF,-,19.0,-,-,Angus Reid Public Opinion,-
2010-01-31,207,10.0,False,32.0,2010-01-31,-,9.0,32.0,PDF,-,15.0,-,-,Harris-Decima,-
2010-02-02,206,8.4,False,31.0,2010-02-02,-,10.9,31.9,PDF,-,15.4,-,-,EKOS Research Associates,-
2010-02-04,205,8.5,False,35.6,2010-02-04,-,5.6,33.9,PDF,-,16.4,-,-,Nanos Research,-
2010-02-09,203,8.0,False,33.0,2010-02-09,-,9.0,37.0,HTML,-,13.0,-,-,Environics,-
2010-02-09,204,10.3,False,31.0,2010-02-09,-,11.3,29.0,PDF,-,15.5,-,-,EKOS Research Associates,-
2010-02-13,202,9.0,False,34.0,2010-02-13,-,8.0,30.0,PDF,-,18.0,-,-,Angus Reid Public Opinion,-
2010-02-14,201,10.0,False,32.0,2010-02-14,-,10.0,30.0,PDF,-,16.0,-,-,Harris-Decima,-
2010-02-16,200,8.8,False,31.2,2010-02-16,-,11.8,29.0,PDF,-,16.5,-,-,EKOS Research Associates,-
2010-02-22,199,9.0,False,37.0,2010-02-22,-,7.0,29.0,HTML,-,16.0,-,-,Ipsos Reid,-
2010-02-23,198,8.2,False,33.4,2010-02-23,-,10.4,30.3,PDF,-,15.8,-,-,EKOS Research Associates,-
2010-02-24,197,9.0,False,31.0,2010-02-24,-,13.0,30.0,HTML,-,16.0,-,-,Environics,-
2010-02-26,196,9.0,False,33.0,2010-02-26,-,9.0,29.0,PDF,-,20.0,-,-,Angus Reid Public Opinion,-
2010-02-28,195,8.0,False,31.0,2010-02-28,-,12.0,31.0,HTML,-,16.0,-,-,Harris-Decima,-
2010-03-02,194,9.4,False,32.4,2010-03-02,-,10.5,29.4,PDF,-,15.2,-,-,EKOS Research Associates,-
2010-03-07,193,10.0,False,33.0,2010-03-07,-,11.0,29.0,PDF,-,16.0,-,-,Harris-Decima,-
2010-03-09,192,9.1,False,31.9,2010-03-09,-,11.0,29.6,PDF,-,16.0,-,-,EKOS Research Associates,-
2010-03-11,191,7.7,False,34.7,2010-03-11,-,5.2,34.6,PDF,-,17.8,-,-,Nanos Research,-
2010-03-16,190,9.2,False,33.1,2010-03-16,-,10.8,28.9,PDF,-,15.7,-,-,EKOS Research Associates,-
2010-03-18,189,9.0,False,34.0,2010-03-18,-,10.0,28.0,HTML,-,18.0,-,-,Ipsos Reid,-
2010-03-23,188,9.8,False,33.3,2010-03-23,-,10.4,27.7,PDF,-,15.9,-,-,EKOS Research Associates,-
2010-03-26,187,9.0,False,35.0,2010-03-26,-,7.0,29.0,PDF,-,20.0,-,-,Angus Reid Public Opinion,-
2010-03-30,186,9.0,False,32.2,2010-03-30,-,12.7,27.0,PDF,-,16.0,-,-,EKOS Research Associates,-
2010-04-05,185,9.0,False,32.0,2010-04-05,-,11.0,29.0,PDF,-,17.0,-,-,Harris-Decima,-
2010-04-06,184,9.6,False,33.6,2010-04-06,-,11.7,27.3,PDF,-,15.9,-,-,EKOS Research Associates,-
2010-04-08,183,10.0,False,37.0,2010-04-08,-,10.0,27.0,HTML,3.1,15.0,-,-,Ipsos Reid,-
2010-04-13,182,8.8,False,31.4,2010-04-13,-,11.1,29.0,PDF,2.7,16.4,-,-,EKOS Research Associates,-
2010-04-20,181,9.5,False,31.7,2010-04-20,-,12.6,27.1,PDF,2.3,16.3,-,-,EKOS Research Associates,-
2010-04-22,180,9.0,False,35.0,2010-04-22,-,10.0,29.0,HTML,payment required,16.0,-,-,Ipsos Reid,-
2010-04-25,179,11.0,False,29.0,2010-04-25,-,12.0,27.0,PDF,2.2,20.0,-,-,Harris-Decima,-
2010-04-27,178,9.7,False,31.9,2010-04-27,-,10.9,26.6,PDF,2.2,17.6,-,-,EKOS Research Associates,-
2010-04-29,177,9.0,False,36.0,2010-04-29,-,8.0,25.0,HTML,2.5,20.0,-,-,Leger Marketing,-
2010-04-29,176,11.0,False,35.0,2010-04-29,-,7.0,28.0,PDF,3.1,19.0,-,-,Angus Reid Public Opinion,-
2010-05-03,175,9.6,False,37.2,2010-05-03,-,3.8,33.2,PDF,3.1,16.2,-,-,Nanos Research,-
2010-05-04,174,10.2,False,33.1,2010-05-04,-,11.5,26.1,PDF,2.1,16.0,-,-,EKOS Research Associates,-
2010-05-06,173,10.0,False,35.0,2010-05-06,-,9.0,29.0,HTML,payment required,16.0,-,-,Ipsos Reid,-
2010-05-11,172,9.3,False,33.6,2010-05-11,-,10.6,27.1,PDF,1.9,16.9,-,-,EKOS Research Associates,-
2010-05-16,171,10.0,False,32.0,2010-05-16,-,11.0,28.0,PDF,2.2,17.0,-,-,Harris-Decima,-
2010-05-18,170,10.6,False,34.4,2010-05-18,-,12.0,25.1,PDF,1.9,15.3,-,-,EKOS Research Associates,-
2010-05-23,169,8.0,False,36.0,2010-05-23,-,11.0,27.0,PDF,2.2,16.0,-,-,Harris-Decima,-
2010-05-25,168,9.4,False,33.9,2010-05-25,-,11.9,25.7,PDF,2.1,16.4,-,-,EKOS Research Associates,-
2010-05-26,167,10.0,False,36.0,2010-05-26,-,7.0,30.0,PDF,2.2,15.0,-,-,Environics,-
2010-05-27,166,9.0,False,35.0,2010-05-27,-,8.0,27.0,PDF,2.2,19.0,-,-,Angus Reid Public Opinion,-
2010-05-27,165,11.0,False,37.0,2010-05-27,-,8.0,25.0,HTML,2.7,17.0,-,-,Leger Marketing,-
2010-06-01,164,10.3,False,31.7,2010-06-01,-,11.5,26.2,PDF,2.0,17.4,-,-,EKOS Research Associates,-
2010-06-03,163,9.4,False,35.6,2010-06-03,-,5.1,29.2,PDF,3.6,20.7,-,-,Nanos Research,-
2010-06-08,162,8.9,False,31.4,2010-06-08,-,12.6,26.8,PDF,2.3,16.6,-,-,EKOS Research Associates,-
2010-06-10,161,10.0,False,35.0,2010-06-10,-,11.0,27.0,HTML,±3.1 pp,16.0,-,-,Ipsos Reid,-
2010-06-15,160,10.5,False,30.5,2010-06-15,-,12.3,26.3,PDF,±2.4 pp (c=95%),17.4,-,-,EKOS Research Associates,-
2010-06-20,159,11.0,False,34.0,2010-06-20,-,10.0,27.0,PDF,±2.2 pp (c=95%),17.0,-,-,Harris-Decima,-
2010-06-21,158,9.3,False,31.0,2010-06-21,-,13.0,27.7,PDF,±2.4 pp (c=95%),16.5,-,-,EKOS Research Associates,-
2010-07-06,157,9.7,False,32.1,2010-07-06,-,12.2,25.8,PDF,±1.7 pp (c=95%),17.5,-,-,EKOS Research Associates,-
2010-07-08,156,9.0,False,35.0,2010-07-08,-,6.0,32.0,PDF,±2.2 pp (c=95%),15.0,-,-,Environics,-
2010-07-08,155,11.0,False,35.0,2010-07-08,-,10.0,29.0,HTML,payment required,15.0,-,-,Ipsos Reid,-
2010-07-08,154,10.0,False,36.0,2010-07-08,-,7.0,27.0,PDF,±2.2 pp (c=95%),20.0,-,-,Angus Reid Public Opinion,-
2010-07-13,153,10.1,False,31.6,2010-07-13,-,13.3,27.5,PDF,±2.6 pp (c=95%),14.7,-,-,EKOS Research Associates,-
2010-07-20,152,10.0,False,32.4,2010-07-20,-,10.1,25.5,PDF,±3.1 pp (c=95%),18.4,-,-,EKOS Research Associates,-
2010-07-25,151,10.0,False,31.0,2010-07-25,-,12.0,26.0,PDF,±2.2 pp (c=95%),18.0,-,-,Harris-Decima,-
2010-07-27,150,10.1,False,33.2,2010-07-27,-,11.1,25.2,PDF,±2.6 pp (c=95%),17.4,-,-,EKOS Research Associates,-
2010-08-03,149,10.4,False,29.7,2010-08-03,-,11.1,28.5,PDF,±2.5 pp (c=95%),17.4,-,-,EKOS Research Associates,-
2010-08-04,148,9.0,False,37.0,2010-08-04,-,8.0,28.0,HTML,±2.5 pp (c=95%),16.0,-,-,Leger Marketing,-
2010-08-09,146,9.0,False,34.0,2010-08-09,-,9.0,31.0,HTML,payment required,15.0,-,-,Ipsos Reid,-
2010-08-09,147,9.0,False,34.0,2010-08-09,-,12.0,28.0,PDF,±2.2 pp (c=95%),15.0,-,-,Harris-Decima,-
